45/1	313
45/2	313
45/అ	974
45/అ/3	922
45/ఆ1	922
45/ఇ	610
45/ఈ1/1	81
45/ఈ1/2	60183
45/ఉ	288
45/ఊ-2	474
45/రు	288
46/అ1/1	914
46/అ1/2	1446
46/అ1/3	1445
46/అ1/4	1444
46/అ1/5	1443
46/అ/2	710
46/ఆ2	1074
46/ఆ3	61
46/ఆ4/1	60712
46/ఆ4/2	60692
46/ఆ5	1114
46/ఆ7	326
47/1	1454
47/2	681
47/3	3201
47/4	1836
47/అ	3201
47/ఆ2	60227
47/ఆ3/1	60227
47/ఆ4	1836
47/ఇ	1836
47/ఇ/1	1836
47/ఇ1-1/1	1836
47/ఇ2	60834
47/ఇ-4/2/1	102
47/ఇ-4/2/2	60227
47/ఈ	60092
48/అ/1	3201
48/అ/3	3201
48/అ5	681
48/ఆ4	1824
48/ఇ/2	3201
48/ఇ2/1	60690
48/ఇ2/2	60691
48/ఈ1/1	406
48/ఈ1/2	1501
49/అ1	681
49అ1	60593
49/అ2/1	681
49/అ3	3201
49/ఇ2/1	60690
49/ఇ2/2	60691
49/ఈ2	616
50/అ1	888
50/అ2	1495
50/ఆ	888
50/ఆ2	1814
51	60447
51/1	2587
51/1/1	2587
51/3	1238
51/6	1951
51/అ	60733
51/అ1/1/2	2569
51/అ1/2	2587
51/అ/2	60732
51/అ3/2	2569
51/ఆ	2569
51/ఇ2/1	60690
51/ఇ2/2	60691
51/ఇ3	888
51/ఈ1	1100
51/ఈ2	1072
51/ఈ3	60092
51/ఉ3	3201
51/ఉ5	60447
52/అ/1	60708
52/అ3/1/1/1	987
52/అ3/1/1/2	60303
52/అ3/1/2	1501
52/అ3/2	60303
52/అ4	848
52/అ5	848
52/అ6	848
52/అ/6	1814
52/అ7	297
52/అ8	848
52/ఆ	1501
52/ఆ3	848
52/ఆ/3	40
52/ఉ	848
52/రు1	1502
52/రు2/2	60708
53	60189
53/అ	60446
53/అ1	1836
53/అ10/1/1	60384
53/అ10/1/2	60378
53/అ4	1836
53/ఆ/2	195
53/ఇ1	1824
54	60446
54/2	1507
54/అ1/1	1263
54/అ1/2/1	60530
54/అ1/2/2	60529
54/అ2	1105
54/ఆ2	60165
54/ఇ/2	7560
54/ఉ	1263
55/అ1/1/1	60530
55/అ1/1/2	60529
55/ఆ/1	60165
55/ఆ2	894
55/ఆ/2	60165
55/ఇ	1263
55/ఈ	1507
56	1104
56/అ2	60262
56/అ3	1496
56/ఆ1/1/1/1/1/1	535
56/ఆ1/1/1/1/1/2	60599
56/ఆ1/1/1/1/2	60599
56/ఆ1/1/1/2	60300
56/ఆ1/1/2	60300
56/ఆ1/2	2012
56/ఆ2	535
57	60128
57/అ1/2	1105
57/అ2	7560
57/అ3	1022
57/అ4/2	1105
57/ఆ/3	1105
57/ఇ1	1249
57/ఇ2	60165
57/ఇ/2	1105
57/ఈ1/1/1/1	1104
57/ఈ1/1/1/2	60530
57/ఈ1/1/2	60128
57/ఈ1/2	60529
57/ఈ2	35
57/ఉ1	60128
58	60128
58/అ	1427
58/ఆ	1427
58/ఇ	1313
58/ఈ1	1249
58/ఈ3	60128
58/ఉ	60128
58/ఊ1	1104
58/ఊ3	1403
58/రు	2034
58/రూ	1512
59/2/1	1242
59/అ1	1242
59/ఆ	15037
59/ఆ1	1099
59/ఇ	1242
59/ఈ1	1242
59/ఉ1	922
59/ఊ/1/1	732
59/ఊ/1/2	60485
59/ఊ/2	60479
59/ఏ2	1513
59/ఏ3	1242
59/ఏ4	347
59/ఏ5	1514
59/ఐ	734
59/ఒ	1242
59/ఓ1	204
59/లు-1	683
59/లు-3	683
59/లూ	683
59/లూ-1	683
59/లూ2	1512
60/20	734
60/అ	1512
60/ఆ	735
60/ఇ	951
60/ఈ2	902
60/ఉ	735
60/ఉ1	1403
60/ఉ3	535
60/ఊ2	735
60/రు1	60250
60/రు2	60228
61/అ1	52
61/అ2/1/2	7561
61/అ2/2	8021
61/ఆ1	52
61/ఆ2/1	956
61/ఆ2/2	8021
61/ఆ3	898
61/ఆ4/1	485
61/ఆ4/2	60786
63/అ1	60349
63/అ2	955
63/అ3	60786
63/ఆ	60788
64/అ	4019
64/ఆ/2	4019
65/అ	60704
65/ఆ2	1256
65/ఆ-2	1256
65/ఇ2	2400
65/ఇ-3	247
66/అ	1521
66/అ1	1513
66/అ1/1	1513
66/ఆ	1521
66/ఆ3	776
66/ఇ-1	60705
66/ఈ/1/1	950
66/ఈ/1/2	60705
66/ఉ1	1256
66/ఉ2/1	776
66/ఉ2/2	1256
67	957
67/2	1513
67/అ	955
67/ఆ	898
67/ఇ	1512
67/ఈ	60349
67/ఉ	683
67/ఊ	1513
67/రు	60349
68/అ1/1	957
68/అ4	957
68/అ/4/1	955
68/అ4/1	60843
68/అ/4/2	957
68/ఆ1	898
68/ఆ/2	955
68/ఇ1	955
68/ఇ2	60349
68/ఇ3	485
69/అ	996
69/అ1	554
69/ఆ1	898
69/ఆ/1	60843
69/ఆ4	898
69/ఆ5	554
69/ఆ6	60455
69/ఆ7	485
70/అ/1	951
70/అ/2	902
70/ఆ	902
70/ఇ	734
70/ఈ	734
70/ఉ/1	60233
70/ఉ/2	60232
70/ఊ	60233
70/రు	60250
70/రూ	60233
71	1578
71/1	168
71/1/1/1	60153
71/1/1/2	60152
71/2	180
71/అ	60228
71/ఆ	1366
71/ఆ/1	60233
71/ఈ1	831
71/ఈ2	768
71/ఉ	109
71/ఊ2	407
71/ఎ	487
71/ఏ1	736
71/రు1	1366
71/రు2	487
71/రు4	1365
71/లు1	1022
71/లు2	487
71/లు4	1081
71/లు-6	407
72	1578
72/1	180
72/అ2	227
72/ఆ1	737
72/ఆ1-1	831
72/ఆ3	1366
72/ఆ4	487
72/ఈ	178
72/ఈ1/1	60250
72/ఈ1/2	60228
72/ఈ2	1266
72/ఉ1	1019
72/ఊ	1084
73/1	1100
73/1-1	1578
73/2	1255
73/3	355
73/4	168
73/5	1100
73/7	1440
73/8	60708
73/అ/1/1	897
73/అ/1/3	60708
73/అ/2	60572
73/అ8	356
73/ఆ	697
73/ఆ1	355
73/ఆ20	741
73/ఆ21	15034
73/ఆ23	60020
73/ఆ3	356
73/ఆ4	738
73/ఆ6/1	1189
73/ఆ6/2	60627
73/ఆ9-1/2	1072
73/ఆ9-3	749
73/ఉ3	60010
74	1100
74/అ1	15007
74/అ1-1	1531
74/అ/2	1100
74/అ2/2	1084
74/అ3/1	1100
74ఆ	60447
74/ఆ2/1/1/1	1084
74/ఆ2/1/1/3	60708
74/ఆ2/1/2	897
74/ఆ3	72
74/ఆ5/1	929
74/ఆ5/2	60468
74/ఇ1/1	1084
74/ఇ2	109
74/ఇ-3	1502
74/ఈ/1	1084
74ఉ	60447
75	463
75/అ/1	60521
75/ఆ/1	1084
76/అ	742
76/అ1	1084
76ఆ	60447
77/అ1	305
77/అ2	305
77/ఆ1	109
77/ఆ2	109
77/ఆ3	109
77/ఆ4	109
78/2	168
78/3	948
78/5	869
78/6	72
78/అ1	1532
78/ఆ1	831
79/1	1537
79/2	306
79/3	15031
79/4	558
79/4/1	1920
79/4/2	60213
79/అ1/1	869
79/అ1/2	2806
79/అ2	1532
79/అ2-1	72
79/అ2/1	490
79/అ2/2/1	1531
79/అ2/2/2	831
79/అ4	1827
79/ఈ3	1537
79/ఈ5	15031
79/ఈ6	60554
80	1532
80/అ1/1	2806
80/అ2-1	72
80/అ2/1	1531
80/అ2/2/1	869
80/అ2/2/2/1	490
80/అ2/2/2/2	60329
80/అ3	558
80/అ4/1	1920
80/అ4/2	60213
80/అ6	1827
80/ఆ	60554
80/ఇ1	306
80/ఇ2	15031
80/ఇ3	1537
80/ఈ2	15031
80/ఈ3	1537
81	1187
81/1	1590
81/2	940
81/4	750
81/5	750
81/అ/1	1176
81/ఆ1	201
81/ఆ2	60242
81/ఆ3	570
81/ఆ/3	940
81/ఇ-1	744
81/ఇ2	1240
81/ఈ	162
81/ఉ	15005
81/ఊ	60758
81/రు/1	1871
81/రు/2	1217
81/రు/3	1872
81/రూ1	619
81/రూ2	15007
82	1540
82/1	2569
82/3	2587
82/4/1	460
82/4/2	60842
82/అ1	1253
82/లు	552
83	1544
83/2	2010
83/4	293
83/5	294
83/6	155
83/7	1294
83/8	2021
83/అ1/1	1550
83/అ2	750
83/అ3	1003
83/ఆ2	1314
84	1552
84/1	1553
84/2	1554
84/3	556
84/అ3	748
84/అ4/1	749
84/అ5/1	1555
84/ఆ2	1016
84/ఆ-3	1162
84/ఆ4	1556
84/ఆ-5	1122
84/ఆ-6/1	1121
84/ఆ-6/2	2009
84/ఆ8	1119
84/ఆ-9	1557
85	60644
85/1	751
85/2	155
85/3	2021
85/5	1440
85/6	1440
85/7	1437
85/8	2010
85/అ3/1	1920
85/అ3/2	202
85/అ4	66
85/ఆ	738
85/ఆ2	357
85/ఆ3	624
85/ఆ4	355
85/ఆ5	408
85/ఆ6	356
85/ఇ2	1091
85/ఇ3	1294
85/ఇ6/1	1560
86	293
86/2	1340
86/2/1	1314
86/2/2	1340
86/అ1	741
86/అ2	293
86/అ3	60663
86/అ4	1437
86/అ4/1	1003
86/ఆ2	408
86/ఆ3	356
86/ఆ4	738
86/ఆ5	357
86/ఆ6	624
86/ఇ1	1561
86/ఇ2/1/1	1325
86/ఇ2/1/2	60643
86ఇ3	1561
86/ఇ5	751
86ఇ6	165
87	165
87/2	1294
87/3	1573
87/ఆ2	968
87/ఆ/3	1294
87/ఆ4	1563
87ఇ	1562
87/ఇ4	165
87ఈ1	355
87ఈ2	408
87ఈ3	356
87ఈ4	738
87ఈ5	357
87ఈ6	624
87/ఉ1	338
87ఉ3	1109
87ఊ2/1	1314
87/ఊ5	2021
87రు2	183
87రు3	1565
87రు4	1566
87రు5	1567
87/రూ1	751
87/రూ4	751
87లు2	165
87లు3	1561
87లు6	165
88/1	293
88/2	294
88/4	338
88/6	1947
88/8	60199
88/9	2010
88/అ1	355
88/అ/1/2/1	60568
88/అ/1/2/2	60449
88/అ2	408
88/అ3	356
88/అ4	738
88/అ5	357
88/అ6	624
88/ఇ1	1177
88/ఈ	689
88/ఉ	1570
89/2	168
89/అ1	894
89/అ1/1	689
89/అ2	897
89/అ3	1540
89/అ4/1	309
89/అ4/2	940
89/అ5	60242
89/అ6/2	940
89/ఆ/1	689
89/ఆ3	60010
89/ఆ/5/1	1253
89/ఇ2	688
89/ఇ3-1	688
89/ఈ1	752
89/ఈ2/1	60737
89/ఈ2/2	60738
89/ఈ2/3	60739
89/ఈ2/4	60748
90/1	1573
90/2	1573
90ఆ1/1	1573
90ఆ1/2	8036
90ఆ2	60659
90/ఆ3	72
90ఆ3/2	8036
91అ/2/1	60120
91అ/2/2	60107
91ఆ1	60120
92అ1	608
92అ2	397
92అ3	608
92ఆ1	1575
92ఆ2	1388
92ఆ3	1576
92ఆ4	1577
92ఈ/1/2	60107
92ఈ/2	60107
93అ2/1	922
93/అ3	323
93/ఈ2	432
94/1	432
94/అ1	60126
94/అ2	736
94/అ3	412
94/ఆ	109
94/ఇ1-1	479
94/ఇ2	60126
94/ఈ2	1081
94/ఉ1	109
94/ఊ	109
94/రు	109
94/రూ1	109
95/1/1	1806
95/1/2	1870
95/2	160
95/3	1815
95/4	1815
95/5	1807
95/6	60491
95/7	412
95/అ	1322
95/అ1/1/2	60120
95అ2	412
95అ4	413
95/అ5	1578
95ఆ2	1081
95ఆ3	412
95ఆ5/1/1	60799
95ఆ5/1/2	1870
95ఆ5/2	60323
95ఆ6	1573
96/1	145
96/4	1923
96/అ	413
96/అ1	15002
96/అ-1	1322
96/అ2/1	1580
96/అ2/2	60134
96/ఆ	1578
97/1	145
97/2	160
97/అ1	1526
97/అ2	1107
97/ఇ-1	689
97/ఇ-2	1580
97/ఈ1	1582
97/ఉ1	60176
97/ఎ	1177
97/రు/2	2510
97/రూ	1570
97/రూ1	477
97/లు1	1081
97/లు2	60471
98	1190
98/1	1190
98/1/1	1190
98/2	895
98/3	60265
98/4	1806
98/5	1807
98/అ2/1	1227
98/అ2/2	1347
98/అ2/3	60517
98/అ3/2	1122
98/అ3/3	60838
98/అ3/4	1557
98/ఆ1	214
98/ఆ2/1	15021
98/ఆ2/2	60345
98/ఇ1	60003
98/ఇ-2	15028
98/ఇ-3/1/2	4011
98/ఇ-3/2	4010
98/ఉ2	9
98/ఉ3	953
98/ఉ4	953
98/ఉ5	463
98/ఉ6/1	143
98/రూ1	9
98/రూ2	953
98/రూ3	953
99/1	60625
99/ఆ	477
99/ఆ1	1586
99/ఆ2	550
99/ఆ2/1	1177
100/1	1642
100/3	60269
100/4/1/2	940
100/4/1/3	1555
100/4/2	941
100/5	355
100/6	1923
100/7	589
100/8	1557
100/అ1	556
100/అ2	748
100/అ3	749
100/అ4	741
100/అ5	949
100/అ6/1	1278
100/అ6/2/1/1	1800
100/అ6/2/1/2	60841
100/అ6/2/2	60839
100/ఆ1	1117
100/ఆ/1	769
100/ఆ2	202
100/ఆ/2	4001
100/ఆ3	769
100/ఇ1	934
100/ఇ2	303
100/ఇ-3	4002
100/ఇ-5	1589
100/ఈ	1590
100/ఉ1	1578
100/ఉ3	1115
101	1436
101/1	60283
101/అ1	60283
101/ఆ/2	60471
101/ఇ	60621
101/ఇ/2	60284
101/ఈ2	1570
102/1	1809
102/2	160
102/4	1923
102/6	1947
102/8	60199
102/ఆ/1	110
102/ఆ/2	60382
102/ఇ	1578
103	1365
103/1/1	180
103/2	1578
103/5	1923
103/8	60199
103/9	60199
103/అ	60284
103/ఆ1/1	60471
103/ఆ1/2	60471
103/ఆ2	412
103/ఇ/1	1291
103/ఈ	60283
103/ఊ1	1081
103/రూ2/1	60270
103/రూ2/2	60267
103/లు	1366
103/లూ1	1870
103/లూ2	736
104/అ/1	1291
104/ఆ1	683
104/ఆ2	60342
104/ఆ3	478
104/ఆ4/2	4007
104/ఆ5	691
104/ఆ6	60457
104/ఇ	60457
104/ఈ	60457
104/ఉ1/1	1291
104/ఉ2	407
105	1086
105/అ1/1	1291
105/అ2/1	1086
105/అ2/2	416
105/ఆ	1175
105/ఇ	60764
105/ఈ1	60765
105/ఈ2	60765
105/ఈ3	692
106/1	301
106/2	301
106/అ1	60765
106/ఆ1	1599
106/ఆ2/1	955
106/ఆ3	955
106/ఆ/3	955
107	1804
107/అ6	1233
107/ఆ3	1233
108/1	1804
108/2	563
108/9	1095
108/అ1/1	1521
108/అ1/2	1513
108/అ3	693
108/అ5	1233
108/ఆ1	693
108/ఆ3/1	1002
108/ఆ3/2/2	2022
108/ఆ3/2/3	2023
109	563
109/1	563
109/2	2022
109/ఆ1/2	1002
109/ఆ2	2023
110	1141
110/11	1427
110/1/1/1	1223
110/1/1/2	60845
110/1/2	60844
110/అ2/1/1	1002
110/అ2/1/2	60694
110/అ2/2	60695
110/అ2/3	60694
110/ఆ-2	257
110/ఆ3	2023
110/ఆ-3	257
110/ఇ-2	256
110/ఈ-4/1	392
110/ఈ-4/2	60794
110/ఉ-1/1	1141
110/ఉ-1/2	1139
110/ఉ3	256
110/ఉ-3	15029
110/ఉ-4	637
110/ఉ/4	1427
110/ఉ/5	256
110/ఉ/6	256
110/ఉ-7	257
110/ఉ/7	257
111/1	763
111/2/1	763
111/2/2	60637
111/3/1	763
111/3/2	1411
111/4	60186
111/ఆ1	144
111/ఆ3	637
112/1	1429
112/2	1429
112/3	1430
112/అ1	1384
112/అ1-1	1592
112/ఆ1	60017
112/ఆ1-1	60017
112/ఆ/2	60640
112/ఆ3	759
112/ఆ4	759
112/ఇ1	8023
112/ఇ2	900
112/ఇ-2	900
112/ఇ3	343
113/1	60296
113/3	60640
113/4	60169
113/అ1/1/1	60312
113/అ1/1/2	343
113/అ1/2	343
113/అ3/1	312
113/అ3/2/1	60340
113/అ3/2/2	343
113/ఆ1	900
113/ఆ2	8023
113/ఆ3	60170
113/ఇ1	900
113/ఇ-2	60736
114/1	1429
114/2	1429
114/3	1223
114/5	1430
114/6	1430
114/7	60385
114/8	1430
114/అ/1	392
114/అ/2	392
114/ఇ1/1	499
114/ఈ3	499
115/ఆ2	392
115/ఇ	630
115/ఇ1	60385
115/ఇ2	515
115/ఇ3	527
115/ఈ/1	111
115/ఈ/2	60477
115/ఉ1	2017
115/ఉ3	60751
115/ఉ4	15006
116/1	15006
116/5	2017
117	1594
117/1	1237
117/అ2	2016
117/ఆ1	60312
117/ఆ/3	312
118	60736
118/అ-1	1275
118/అ1/2/1/1/1	60654
118/అ1/2/1/1/2	60525
118/అ1/2/1/2	60647
118/అ1/2/2	8023
118/ఆ1	1594
118/ఆ1/1/1	564
118/ఆ1/1/2	60174
119/అ2	60654
119/అ3	60654
119/ఇ	60736
120/1	1943
120/అ1/1/1	1595
120/అ1/1/2	60648
120/అ1/2	8023
120/ఆ1/1/1	1596
120/ఆ1/1/2	60174
120/ఆ1/2	60170
120/ఆ2	8023
120/ఆ2/1	60017
120/ఇ1/1	762
120/ఇ1/2	60017
120/ఇ2	60017
120/ఉ2/1	60525
120/ఉ2/2	60526
121/1	2016
121/అ	1237
121/అ1	8023
121/ఆ	60121
121/ఆ1/1	8023
121/ఆ1/2	8023
122	762
122/1/1	762
122/1/2/1	60637
122/1/2/2	60636
122/2	762
122/3	1237
122/4	1035
122/5	1594
122/6	2019
122/9	60637
122/అ/1	1396
122/ఆ	1463
122/ఉ1	256
122/ఉ2/1	759
122/ఉ2/2	256
122/ఉ3/1	765
122/ఊ1	765
122/ఊ2	632
122/ఊ3	765
123	1426
123/1	1175
123/2	416
123/3	1427
123/4	1427
123/5	2019
123/అ5	416
123/ఆ2/1	1301
123/ఆ3	1302
123/ఆ5	1168
123/ఆ5/1	15020
123/ఆ6/1/1	15015
123/ఆ6/1/2	60281
123/ఆ6/2	696
123/ఆ7	369
124/అ1	60101
124/అ-1	691
124/ఆ	1437
124/ఆ/2	1009
124/ఆ2/2	4007
124/ఆ3	261
124/ఆ4	1800
124/ఆ/4	478
124/ఇ1/1	15020
124/ఇ1/2	60424
124/ఇ2	60424
124/ఇ/2	60424
124ఇ4	696
124/ఈ1	257
124/ఈ2/1	445
124/ఈ3/1	1301
124/ఈ3/2	1302
124/ఈ3/3	1222
124/ఈ4/1	1258
124/ఈ/4/2	445
124/ఉ/2/1	60281
124/ఉ/2/2	60424
125	167
125/1	1396
125/1/2	1396
125/2	632
125/అ	898
125/ఇ1	1371
125/ఈ/2	1463
125/ఉ	60186
125/ఉ2	1396
125/ఊ/2	1411
125/ఊ3	1396
126	1371
126/1	167
126/2	167
126/అ	898
126/ఆ	1371
126/ఇ1	60101
126/ఈ2/1	60275
126/ఈ2/2	60503
127/అ	1857
127/అ2	1600
127/అ3/1	1600
127/అ3/2/1	1601
127/అ3/2/2	7998
